COOPID, YEAR, MONTH, DAY, PRECIPITATION, MAX TEMP, MIN TEMP, MEAN TEMP
85658,1995,1,1,0,79,69,74
85658,1995,1,2,0,77,66,71.5
85658,1995,1,3,0.23,79,70,74.5
85658,1995,1,4,0,77,69,73
85658,1995,1,5,1.08,71,62,66.5
85658,1995,1,6,0.13,77,69,73
85658,1995,1,7,0.18,83,71,77
85658,1995,1,8,0.25,-99.9,60,-99.9
85658,1995,1,9,0,72,55,63.5
85658,1995,1,10,0,73,57,65
85658,1995,1,11,0,73,69,71
85658,1995,1,12,0,76,71,73.5
85658,1995,1,13,0,78,72,75
85658,1995,1,14,0.7,76,64,70
85658,1995,1,15,0.15,78,65,71.5
85658,1995,1,16,0.01,72,62,67
85658,1995,1,17,0,69,53,61
85658,1995,1,18,0,73,54,63.5
85658,1995,1,19,0,76,60,68
85658,1995,1,20,0,67,58,62.5
85658,1995,1,21,0,70,57,63.5
85658,1995,1,22,0,69,56,62.5
85658,1995,1,23,0,77,63,70
85658,1995,1,24,0,63,52,57.5
85658,1995,1,25,0,65,49,57
85658,1995,1,26,0,68,52,60
85658,1995,1,27,0,74,53,63.5
85658,1995,1,28,0,77,68,72.5
85658,1995,1,29,0,80,68,74
85658,1995,1,30,0.23,71,59,65
85658,1995,1,31,0.06,65,54,59.5
85658,1995,2,1,0,68,51,59.5
85658,1995,2,2,0,72,56,64
85658,1995,2,3,0,71,58,64.5
85658,1995,2,4,0.05,74,63,68.5
85658,1995,2,5,0,67,50,58.5
85658,1995,2,6,0,65,59,62
85658,1995,2,7,0,70,53,61.5
85658,1995,2,8,0,66,59,62.5
85658,1995,2,9,0,62,41,51.5
85658,1995,2,10,0,73,58,65.5
85658,1995,2,11,0,79,64,71.5
85658,1995,2,12,0,83,70,76.5
85658,1995,2,13,0,82,70,76
85658,1995,2,14,1.82,81,63,72
85658,1995,2,15,0,76,69,72.5
85658,1995,2,16,0,78,72,75
85658,1995,2,17,0,80,73,76.5
85658,1995,2,18,0,82,74,78
85658,1995,2,19,0,82,73,77.5
85658,1995,2,20,0.2,80,64,72
85658,1995,2,21,0.25,77,58,67.5
85658,1995,2,22,0,76,56,66
85658,1995,2,23,0,73,68,70.5
85658,1995,2,24,0,79,65,72
85658,1995,2,25,0,74,61,67.5
85658,1995,2,26,0.75,74,68,71
85658,1995,2,27,0.01,75,68,71.5
85658,1995,2,28,0,77,71,74
85658,1995,2,29,-99.99,-99.9,-99.9,-99.9
85658,1995,3,1,0,82,71,76.5
85658,1995,3,2,0,75,66,70.5
85658,1995,3,3,0,77,61,69
85658,1995,3,4,0.03,77,67,72
85658,1995,3,5,0,76,72,74
85658,1995,3,6,0,78,72,75
85658,1995,3,7,0,79,73,76
85658,1995,3,8,0.85,78,65,71.5
85658,1995,3,9,0.1,69,65,67
85658,1995,3,10,0,72,57,64.5
85658,1995,3,11,0,72,67,69.5
85658,1995,3,12,0.66,72,63,67.5
85658,1995,3,13,0.16,73,66,69.5
85658,1995,3,14,0.05,74,67,70.5
85658,1995,3,15,0.01,75,68,71.5
85658,1995,3,16,0,78,70,74
85658,1995,3,17,0.04,76,71,73.5
85658,1995,3,18,0.72,81,63,72
85658,1995,3,19,0,79,63,71
85658,1995,3,20,0,77,62,69.5
85658,1995,3,21,0,79,67,73
85658,1995,3,22,0,82,67,74.5
85658,1995,3,23,0,85,69,77
85658,1995,3,24,0,86,69,77.5
85658,1995,3,25,0,81,70,75.5
85658,1995,3,26,0,76,71,73.5
85658,1995,3,27,0,78,71,74.5
85658,1995,3,28,0,81,70,75.5
85658,1995,3,29,0,83,72,77.5
85658,1995,3,30,0,85,75,80
85658,1995,3,31,0,84,74,79
85658,1995,4,1,0,83,76,79.5
85658,1995,4,2,0.04,77,69,73
85658,1995,4,3,0,76,64,70
85658,1995,4,4,0,79,72,75.5
85658,1995,4,5,0,81,74,77.5
85658,1995,4,6,0.6,80,69,74.5
85658,1995,4,7,0.15,78,67,72.5
85658,1995,4,8,0.35,83,71,77
85658,1995,4,9,0.55,82,70,76
85658,1995,4,10,0,80,70,75
85658,1995,4,11,0,82,72,77
85658,1995,4,12,0.02,80,73,76.5
85658,1995,4,13,0,84,73,78.5
85658,1995,4,14,0,80,67,73.5
85658,1995,4,15,0,80,71,75.5
85658,1995,4,16,0,81,75,78
85658,1995,4,17,0,83,75,79
85658,1995,4,18,0,84,76,80
85658,1995,4,19,0,84,76,80
85658,1995,4,20,0,83,76,79.5
85658,1995,4,21,0,84,76,80
85658,1995,4,22,0,85,76,80.5
85658,1995,4,23,0,84,76,80
85658,1995,4,24,0.07,85,76,80.5
85658,1995,4,25,2.37,87,71,79
85658,1995,4,26,0.08,80,71,75.5
85658,1995,4,27,0,84,75,79.5
85658,1995,4,28,0.14,77,71,74
85658,1995,4,29,0.77,77,70,73.5
85658,1995,4,30,0,80,73,76.5
85658,1995,5,1,0,82,73,77.5
85658,1995,5,2,0,85,78,81.5
85658,1995,5,3,0,84,77,80.5
85658,1995,5,4,0,86,80,83
85658,1995,5,5,0.85,89,72,80.5
85658,1995,5,6,0.01,87,76,81.5
85658,1995,5,7,0,84,78,81
85658,1995,5,8,0,83,78,80.5
85658,1995,5,9,0,83,78,80.5
85658,1995,5,10,0,85,77,81
85658,1995,5,11,0,87,78,82.5
85658,1995,5,12,0,87,78,82.5
85658,1995,5,13,0,88,79,83.5
85658,1995,5,14,0,88,81,84.5
85658,1995,5,15,0,92,79,85.5
85658,1995,5,16,0,94,79,86.5
85658,1995,5,17,0,92,82,87
85658,1995,5,18,0,90,81,85.5
85658,1995,5,19,0,89,81,85
85658,1995,5,20,0.09,93,75,84
85658,1995,5,21,1.41,83,74,78.5
85658,1995,5,22,0,89,77,83
85658,1995,5,23,0,86,76,81
85658,1995,5,24,0.02,85,77,81
85658,1995,5,25,0.13,85,77,81
85658,1995,5,26,0,86,77,81.5
85658,1995,5,27,0,87,80,83.5
85658,1995,5,28,0,87,80,83.5
85658,1995,5,29,0,85,80,82.5
85658,1995,5,30,0,85,80,82.5
85658,1995,5,31,0,88,80,84
85658,1995,6,1,0,87,81,84
85658,1995,6,2,0,87,83,85
85658,1995,6,3,0.15,86,78,82
85658,1995,6,4,0.35,86,78,82
85658,1995,6,5,1.93,88,77,82.5
85658,1995,6,6,1.23,87,77,82
85658,1995,6,7,0,90,79,84.5
85658,1995,6,8,0.1,88,75,81.5
85658,1995,6,9,0,90,82,86
85658,1995,6,10,0,89,81,85
85658,1995,6,11,0,89,82,85.5
85658,1995,6,12,0.12,89,78,83.5
85658,1995,6,13,0.72,86,75,80.5
85658,1995,6,14,0.45,88,72,80
85658,1995,6,15,0,85,78,81.5
85658,1995,6,16,0.03,86,73,79.5
85658,1995,6,17,0.38,85,74,79.5
85658,1995,6,18,0.2,84,77,80.5
85658,1995,6,19,0,84,75,79.5
85658,1995,6,20,2.46,85,74,79.5
85658,1995,6,21,2.18,83,73,78
85658,1995,6,22,2.6,87,70,78.5
85658,1995,6,23,0.35,86,73,79.5
85658,1995,6,24,0.2,87,74,80.5
85658,1995,6,25,0,88,77,82.5
85658,1995,6,26,0,90,81,85.5
85658,1995,6,27,0,91,81,86
85658,1995,6,28,0,88,80,84
85658,1995,6,29,0,88,80,84
85658,1995,6,30,0.79,88,78,83
85658,1995,7,1,0,92,80,86
85658,1995,7,2,0.43,91,77,84
85658,1995,7,3,0,90,79,84.5
85658,1995,7,4,0.04,88,78,83
85658,1995,7,5,0.15,89,76,82.5
85658,1995,7,6,0,88,83,85.5
85658,1995,7,7,0,87,82,84.5
85658,1995,7,8,0,89,81,85
85658,1995,7,9,0.74,91,74,82.5
85658,1995,7,10,0.83,89,77,83
85658,1995,7,11,1.04,89,77,83
85658,1995,7,12,0,87,78,82.5
85658,1995,7,13,0,87,78,82.5
85658,1995,7,14,0.02,87,77,82
85658,1995,7,15,0,89,82,85.5
85658,1995,7,16,0.06,88,81,84.5
85658,1995,7,17,0,90,77,83.5
85658,1995,7,18,0.48,85,74,79.5
85658,1995,7,19,0.01,92,78,85
85658,1995,7,20,0,93,81,87
85658,1995,7,21,0.12,89,79,84
85658,1995,7,22,0,90,81,85.5
85658,1995,7,23,0,92,83,87.5
85658,1995,7,24,0,91,84,87.5
85658,1995,7,25,0,91,80,85.5
85658,1995,7,26,0,88,79,83.5
85658,1995,7,27,0.48,83,74,78.5
85658,1995,7,28,0.5,85,73,79
85658,1995,7,29,0.05,85,73,79
85658,1995,7,30,0.07,87,78,82.5
85658,1995,7,31,0,87,84,85.5
85658,1995,8,1,0,85,78,81.5
85658,1995,8,2,0.02,87,81,84
85658,1995,8,3,0.9,85,80,82.5
85658,1995,8,4,2.03,83,76,79.5
85658,1995,8,5,0.04,87,75,81
85658,1995,8,6,0,87,82,84.5
85658,1995,8,7,0,87,83,85
85658,1995,8,8,0,89,82,85.5
85658,1995,8,9,0,86,80,83
85658,1995,8,10,0,91,79,85
85658,1995,8,11,0.12,89,79,84
85658,1995,8,12,0.01,91,79,85
85658,1995,8,13,0,93,82,87.5
85658,1995,8,14,0,89,82,85.5
85658,1995,8,15,0,94,81,87.5
85658,1995,8,16,0,89,80,84.5
85658,1995,8,17,0.04,93,82,87.5
85658,1995,8,18,0,92,81,86.5
85658,1995,8,19,0.15,90,77,83.5
85658,1995,8,20,0,92,83,87.5
85658,1995,8,21,0,90,82,86
85658,1995,8,22,0.06,90,83,86.5
85658,1995,8,23,0.94,84,79,81.5
85658,1995,8,24,2.28,84,76,80
85658,1995,8,25,1.43,87,77,82
85658,1995,8,26,0.05,88,78,83
85658,1995,8,27,0.14,87,80,83.5
85658,1995,8,28,0,91,80,85.5
85658,1995,8,29,0.02,92,79,85.5
85658,1995,8,30,0.19,90,80,85
85658,1995,8,31,0,92,80,86
85658,1995,9,1,0,90,83,86.5
85658,1995,9,2,0.28,91,79,85
85658,1995,9,3,0,87,79,83
85658,1995,9,4,0,88,82,85
85658,1995,9,5,0,87,79,83
85658,1995,9,6,0.08,87,76,81.5
85658,1995,9,7,0.02,90,76,83
85658,1995,9,8,0.06,89,77,83
85658,1995,9,9,0.08,89,77,83
85658,1995,9,10,0.23,89,75,82
85658,1995,9,11,0.33,83,76,79.5
85658,1995,9,12,0.02,89,79,84
85658,1995,9,13,0.03,87,81,84
85658,1995,9,14,0.03,87,80,83.5
85658,1995,9,15,0,87,83,85
85658,1995,9,16,0.76,86,78,82
85658,1995,9,17,0,88,80,84
85658,1995,9,18,0,93,81,87
85658,1995,9,19,0.17,91,77,84
85658,1995,9,20,0,87,83,85
85658,1995,9,21,0,87,83,85
85658,1995,9,22,0.65,92,75,83.5
85658,1995,9,23,0.43,90,74,82
85658,1995,9,24,0,90,81,85.5
85658,1995,9,25,0,91,82,86.5
85658,1995,9,26,0,90,83,86.5
85658,1995,9,27,0,90,84,87
85658,1995,9,28,1.07,86,76,81
85658,1995,9,29,0.05,87,78,82.5
85658,1995,9,30,0,90,80,85
85658,1995,10,1,0.09,87,80,83.5
85658,1995,10,2,0.2,87,80,83.5
85658,1995,10,3,0,90,84,87
85658,1995,10,4,0,90,85,87.5
85658,1995,10,5,0,91,84,87.5
85658,1995,10,6,0.31,92,81,86.5
85658,1995,10,7,0.27,91,85,88
85658,1995,10,8,0.15,86,76,81
85658,1995,10,9,0.03,86,80,83
85658,1995,10,10,0.1,88,79,83.5
85658,1995,10,11,0,87,82,84.5
85658,1995,10,12,0,86,82,84
85658,1995,10,13,0.1,84,78,81
85658,1995,10,14,1.11,85,78,81.5
85658,1995,10,15,0.13,88,80,84
85658,1995,10,16,0.57,81,77,79
85658,1995,10,17,0.22,82,79,80.5
85658,1995,10,18,0.79,82,77,79.5
85658,1995,10,19,0.01,82,75,78.5
85658,1995,10,20,0,86,75,80.5
85658,1995,10,21,0.1,84,77,80.5
85658,1995,10,22,0.05,83,77,80
85658,1995,10,23,1.05,83,73,78
85658,1995,10,24,1.02,84,70,77
85658,1995,10,25,0,84,77,80.5
85658,1995,10,26,0,85,80,82.5
85658,1995,10,27,0,87,80,83.5
85658,1995,10,28,0,88,79,83.5
85658,1995,10,29,0,83,75,79
85658,1995,10,30,0,81,76,78.5
85658,1995,10,31,0.03,82,78,80
85658,1995,11,1,0,86,80,83
85658,1995,11,2,0,86,80,83
85658,1995,11,3,0,87,79,83
85658,1995,11,4,0,83,77,80
85658,1995,11,5,0.04,83,76,79.5
85658,1995,11,6,0,83,78,80.5
85658,1995,11,7,0,84,77,80.5
85658,1995,11,8,0,87,75,81
85658,1995,11,9,0,77,61,69
85658,1995,11,10,0,80,74,77
85658,1995,11,11,0.02,84,75,79.5
85658,1995,11,12,0,75,70,72.5
85658,1995,11,13,0.06,78,65,71.5
85658,1995,11,14,0.69,75,66,70.5
85658,1995,11,15,0,70,53,61.5
85658,1995,11,16,0,73,55,64
85658,1995,11,17,0,74,66,70
85658,1995,11,18,0,75,72,73.5
85658,1995,11,19,0,77,67,72
85658,1995,11,20,0,79,67,73
85658,1995,11,21,0,76,72,74
85658,1995,11,22,0,74,62,68
85658,1995,11,23,0,76,64,70
85658,1995,11,24,0,79,71,75
85658,1995,11,25,0,77,65,71
85658,1995,11,26,0,75,57,66
85658,1995,11,27,0,80,72,76
85658,1995,11,28,0,80,72,76
85658,1995,11,29,0.7,79,73,76
85658,1995,11,30,0.01,75,62,68.5
85658,1995,12,1,0,80,64,72
85658,1995,12,2,0,76,62,69
85658,1995,12,3,0.02,78,66,72
85658,1995,12,4,0,81,70,75.5
85658,1995,12,5,0,78,69,73.5
85658,1995,12,6,0,78,69,73.5
85658,1995,12,7,0,82,69,75.5
85658,1995,12,8,0,79,67,73
85658,1995,12,9,0,83,74,78.5
85658,1995,12,10,0,74,67,70.5
85658,1995,12,11,0,73,56,64.5
85658,1995,12,12,0,74,69,71.5
85658,1995,12,13,0,77,73,75
85658,1995,12,14,0,77,74,75.5
85658,1995,12,15,0,78,74,76
85658,1995,12,16,0,79,74,76.5
85658,1995,12,17,0,77,74,75.5
85658,1995,12,18,0,79,74,76.5
85658,1995,12,19,0.55,82,69,75.5
85658,1995,12,20,0.01,75,68,71.5
85658,1995,12,21,0,72,52,62
85658,1995,12,22,0,64,52,58
85658,1995,12,23,0.17,64,57,60.5
85658,1995,12,24,0,58,48,53
85658,1995,12,25,0,58,40,49
85658,1995,12,26,0,63,46,54.5
85658,1995,12,27,0,65,48,56.5
85658,1995,12,28,0,57,53,55
85658,1995,12,29,0,73,54,63.5
85658,1995,12,30,0,76,70,73
85658,1995,12,31,0.03,75,72,73.5
85658,1996,1,1,0.01,82,71,76.5
85658,1996,1,2,0,83,73,78
85658,1996,1,3,0.8,75,69,72
85658,1996,1,4,0.01,69,54,61.5
85658,1996,1,5,0,70,56,63
85658,1996,1,6,0,76,61,68.5
85658,1996,1,7,0.27,76,64,70
85658,1996,1,8,0,64,43,53.5
85658,1996,1,9,0,60,39,49.5
85658,1996,1,10,0,71,50,60.5
85658,1996,1,11,0,73,52,62.5
85658,1996,1,12,0,74,63,68.5
85658,1996,1,13,0,63,47,55
85658,1996,1,14,0,67,49,58
85658,1996,1,15,0,71,61,66
85658,1996,1,16,0,73,70,71.5
85658,1996,1,17,0,76,70,73
85658,1996,1,18,0,79,71,75
85658,1996,1,19,0,81,72,76.5
85658,1996,1,20,0.7,74,58,66
85658,1996,1,21,0,78,67,72.5
85658,1996,1,22,0,76,66,71
85658,1996,1,23,0,76,72,74
85658,1996,1,24,0,76,72,74
85658,1996,1,25,0,76,68,72
85658,1996,1,26,0.2,76,72,74
85658,1996,1,27,0.01,76,70,73
85658,1996,1,28,0,73,69,71
85658,1996,1,29,0,76,71,73.5
85658,1996,1,30,0.12,77,72,74.5
85658,1996,1,31,0.04,77,69,73
85658,1996,2,1,0,77,66,71.5
85658,1996,2,2,0,79,74,76.5
85658,1996,2,3,0.63,79,68,73.5
85658,1996,2,4,0,-99.9,52,-99.9
85658,1996,2,5,0,60,37,48.5
85658,1996,2,6,0,67,50,58.5
85658,1996,2,7,0,69,65,67
85658,1996,2,8,0,71,66,68.5
85658,1996,2,9,0,74,60,67
85658,1996,2,10,0,77,60,68.5
85658,1996,2,11,0,77,62,69.5
85658,1996,2,12,0,72,63,67.5
85658,1996,2,13,0,65,47,56
85658,1996,2,14,0,73,53,63
85658,1996,2,15,0,76,61,68.5
85658,1996,2,16,0,77,66,71.5
85658,1996,2,17,0,-99.9,39,-99.9
85658,1996,2,18,0,65,39,52
85658,1996,2,19,0,71,57,64
85658,1996,2,20,0,78,68,73
85658,1996,2,21,0,80,68,74
85658,1996,2,22,0,79,67,73
85658,1996,2,23,0,79,68,73.5
85658,1996,2,24,0,78,66,72
85658,1996,2,25,0,79,67,73
85658,1996,2,26,0,80,72,76
85658,1996,2,27,0,81,72,76.5
85658,1996,2,28,0,81,72,76.5
85658,1996,2,29,0,80,69,74.5
85658,1996,3,1,0,82,72,77
85658,1996,3,2,0.12,84,62,73
85658,1996,3,3,0,70,63,66.5
85658,1996,3,4,0,72,67,69.5
85658,1996,3,5,0.01,74,70,72
85658,1996,3,6,0,83,72,77.5
85658,1996,3,7,0,82,72,77
85658,1996,3,8,0,72,65,68.5
85658,1996,3,9,0,65,48,56.5
85658,1996,3,10,0.35,62,53,57.5
85658,1996,3,11,0.44,55,53,54
85658,1996,3,12,0.29,71,52,61.5
85658,1996,3,13,0,70,56,63
85658,1996,3,14,0,72,60,66
85658,1996,3,15,0,76,64,70
85658,1996,3,16,0,78,63,70.5
85658,1996,3,17,0,80,69,74.5
85658,1996,3,18,0,81,71,76
85658,1996,3,19,0.06,80,74,77
85658,1996,3,20,0,73,57,65
85658,1996,3,21,0,67,51,59
85658,1996,3,22,0,71,55,63
85658,1996,3,23,0,72,53,62.5
85658,1996,3,24,0,73,68,70.5
85658,1996,3,25,0,76,69,72.5
85658,1996,3,26,0,77,71,74
85658,1996,3,27,0,78,72,75
85658,1996,3,28,0.02,79,73,76
85658,1996,3,29,0,81,70,75.5
85658,1996,3,30,0,82,71,76.5
85658,1996,3,31,0.62,81,68,74.5
85658,1996,4,1,0.7,84,72,78
85658,1996,4,2,0,72,57,64.5
85658,1996,4,3,0,75,57,66
85658,1996,4,4,0,77,70,73.5
85658,1996,4,5,0,81,73,77
85658,1996,4,6,0,82,73,77.5
85658,1996,4,7,0,83,74,78.5
85658,1996,4,8,1.9,77,69,73
85658,1996,4,9,0.4,78,68,73
85658,1996,4,10,0.04,73,62,67.5
85658,1996,4,11,0,74,62,68
85658,1996,4,12,0,75,67,71
85658,1996,4,13,0,80,71,75.5
85658,1996,4,14,0,82,73,77.5
85658,1996,4,15,0,82,74,78
85658,1996,4,16,0.25,84,74,79
85658,1996,4,17,0,76,71,73.5
85658,1996,4,18,0,76,71,73.5
85658,1996,4,19,0,77,71,74
85658,1996,4,20,0,78,71,74.5
85658,1996,4,21,0,78,74,76
85658,1996,4,22,0,80,74,77
85658,1996,4,23,0,81,74,77.5
85658,1996,4,24,0,83,71,77
85658,1996,4,25,0.04,83,74,78.5
85658,1996,4,26,0,84,74,79
85658,1996,4,27,0,83,75,79
85658,1996,4,28,0,83,76,79.5
85658,1996,4,29,0,84,76,80
85658,1996,4,30,0.05,83,76,79.5
85658,1996,5,1,0.25,83,73,78
85658,1996,5,2,0.04,82,77,79.5
85658,1996,5,3,0.06,85,76,80.5
85658,1996,5,4,0,83,77,80
85658,1996,5,5,0,82,77,79.5
85658,1996,5,6,0,82,77,79.5
85658,1996,5,7,0,82,75,78.5
85658,1996,5,8,0.18,81,70,75.5
85658,1996,5,9,0,82,74,78
85658,1996,5,10,0,81,76,78.5
85658,1996,5,11,0.04,83,73,78
85658,1996,5,12,0,84,74,79
85658,1996,5,13,0,85,75,80
85658,1996,5,14,0.15,84,74,79
85658,1996,5,15,0,82,76,79
85658,1996,5,16,0,82,76,79
85658,1996,5,17,0,82,76,79
85658,1996,5,18,0,82,76,79
85658,1996,5,19,0,85,79,82
85658,1996,5,20,0,83,77,80
85658,1996,5,21,1.12,80,73,76.5
85658,1996,5,22,1.01,90,76,83
85658,1996,5,23,0.09,84,76,80
85658,1996,5,24,0.02,86,78,82
85658,1996,5,25,0.05,86,76,81
85658,1996,5,26,0,87,75,81
85658,1996,5,27,0.1,87,75,81
85658,1996,5,28,0,88,77,82.5
85658,1996,5,29,0.13,89,75,82
85658,1996,5,30,0.28,92,75,83.5
85658,1996,5,31,0,85,76,80.5
85658,1996,6,1,0.04,82,76,79
85658,1996,6,2,0,82,76,79
85658,1996,6,3,0,82,74,78
85658,1996,6,4,0,87,77,82
85658,1996,6,5,0,87,76,81.5
85658,1996,6,6,0,84,76,80
85658,1996,6,7,0,85,79,82
85658,1996,6,8,0.05,88,78,83
85658,1996,6,9,0,89,79,84
85658,1996,6,10,2,82,72,77
85658,1996,6,11,0.3,86,75,80.5
85658,1996,6,12,0.38,87,76,81.5
85658,1996,6,13,3.48,80,74,77
85658,1996,6,14,0,85,80,82.5
85658,1996,6,15,0.02,85,78,81.5
85658,1996,6,16,0.03,85,79,82
85658,1996,6,17,0.25,85,76,80.5
85658,1996,6,18,0,88,77,82.5
85658,1996,6,19,0,87,77,82
85658,1996,6,20,0.67,85,75,80
85658,1996,6,21,0.41,87,74,80.5
85658,1996,6,22,0.83,88,72,80
85658,1996,6,23,0,90,78,84
85658,1996,6,24,0,87,77,82
85658,1996,6,25,0,90,77,83.5
85658,1996,6,26,1.3,94,74,84
85658,1996,6,27,0.15,84,77,80.5
85658,1996,6,28,0,87,76,81.5
85658,1996,6,29,1.5,87,74,80.5
85658,1996,6,30,0.08,84,78,81
85658,1996,7,1,0.2,86,80,83
85658,1996,7,2,0.76,92,76,84
85658,1996,7,3,0.1,93,79,86
85658,1996,7,4,0.62,88,76,82
85658,1996,7,5,0,91,76,83.5
85658,1996,7,6,0,90,76,83
85658,1996,7,7,0,90,82,86
85658,1996,7,8,0,91,83,87
85658,1996,7,9,0,90,83,86.5
85658,1996,7,10,0,95,78,86.5
85658,1996,7,11,0,95,80,87.5
85658,1996,7,12,0,91,81,86
85658,1996,7,13,0,90,83,86.5
85658,1996,7,14,0,91,79,85
85658,1996,7,15,0,89,82,85.5
85658,1996,7,16,0.37,87,76,81.5
85658,1996,7,17,0,87,82,84.5
85658,1996,7,18,0.19,87,78,82.5
85658,1996,7,19,0,87,81,84
85658,1996,7,20,0.05,90,81,85.5
85658,1996,7,21,0,90,80,85
85658,1996,7,22,0,91,81,86
85658,1996,7,23,0,88,77,82.5
85658,1996,7,24,0,90,83,86.5
85658,1996,7,25,0,87,83,85
85658,1996,7,26,0,88,83,85.5
85658,1996,7,27,0,88,83,85.5
85658,1996,7,28,0,87,82,84.5
85658,1996,7,29,0,87,82,84.5
85658,1996,7,30,0.1,87,79,83
85658,1996,7,31,0,88,82,85
85658,1996,8,1,0.14,88,79,83.5
85658,1996,8,2,0,90,82,86
85658,1996,8,3,0,91,81,86
85658,1996,8,4,0,90,82,86
85658,1996,8,5,0,91,82,86.5
85658,1996,8,6,0.13,89,82,85.5
85658,1996,8,7,0,91,83,87
85658,1996,8,8,0.2,87,83,85
85658,1996,8,9,0.11,87,77,82
85658,1996,8,10,0.39,89,78,83.5
85658,1996,8,11,0,89,80,84.5
85658,1996,8,12,0,90,80,85
85658,1996,8,13,0,91,80,85.5
85658,1996,8,14,0,90,82,86
85658,1996,8,15,0,91,83,87
85658,1996,8,16,0,87,79,83
85658,1996,8,17,0,89,83,86
85658,1996,8,18,0,87,81,84
85658,1996,8,19,0.25,87,77,82
85658,1996,8,20,0.14,86,77,81.5
85658,1996,8,21,0.77,85,72,78.5
85658,1996,8,22,0.19,85,74,79.5
85658,1996,8,23,0.52,85,73,79
85658,1996,8,24,1.43,85,70,77.5
85658,1996,8,25,0.01,86,77,81.5
85658,1996,8,26,0,86,73,79.5
85658,1996,8,27,0.22,83,76,79.5
85658,1996,8,28,0.65,87,79,83
85658,1996,8,29,0,87,80,83.5
85658,1996,8,30,0,87,79,83
85658,1996,8,31,0,93,81,87
85658,1996,9,1,0.03,92,80,86
85658,1996,9,2,0,92,82,87
85658,1996,9,3,0.05,88,80,84
85658,1996,9,4,0,95,80,87.5
85658,1996,9,5,0,95,80,87.5
85658,1996,9,6,0,91,82,86.5
85658,1996,9,7,0,89,82,85.5
85658,1996,9,8,0.05,86,77,81.5
85658,1996,9,9,0.76,82,76,79
85658,1996,9,10,1.68,87,74,80.5
85658,1996,9,11,0.01,90,80,85
85658,1996,9,12,2.05,87,70,78.5
85658,1996,9,13,0.01,88,70,79
85658,1996,9,14,0,92,80,86
85658,1996,9,15,0,89,83,86
85658,1996,9,16,0,89,79,84
85658,1996,9,17,0,92,80,86
85658,1996,9,18,0,91,81,86
85658,1996,9,19,0.43,94,78,86
85658,1996,9,20,0.25,87,77,82
85658,1996,9,21,0.15,90,77,83.5
85658,1996,9,22,0.03,94,80,87
85658,1996,9,23,0,86,79,82.5
85658,1996,9,24,0,84,81,82.5
85658,1996,9,25,0,87,80,83.5
85658,1996,9,26,0,85,82,83.5
85658,1996,9,27,0,86,81,83.5
85658,1996,9,28,0,89,82,85.5
85658,1996,9,29,0.05,87,81,84
85658,1996,9,30,0,87,79,83
85658,1996,10,1,0.08,85,78,81.5
85658,1996,10,2,0,85,79,82
85658,1996,10,3,0.2,85,78,81.5
85658,1996,10,4,0.33,83,76,79.5
85658,1996,10,5,0.49,84,74,79
85658,1996,10,6,0.4,81,76,78.5
85658,1996,10,7,0.31,85,76,80.5
85658,1996,10,8,0.42,87,77,82
85658,1996,10,9,0.08,85,76,80.5
85658,1996,10,10,0,82,75,78.5
85658,1996,10,11,0,81,74,77.5
85658,1996,10,12,0.03,80,73,76.5
85658,1996,10,13,0.18,80,73,76.5
85658,1996,10,14,0.65,81,72,76.5
85658,1996,10,15,0.76,80,73,76.5
85658,1996,10,16,0.78,83,74,78.5
85658,1996,10,17,0.57,84,74,79
85658,1996,10,18,2.52,82,75,78.5
85658,1996,10,19,0,83,73,78
85658,1996,10,20,0,79,66,72.5
85658,1996,10,21,0,81,74,77.5
85658,1996,10,22,0,83,75,79
85658,1996,10,23,0,85,76,80.5
85658,1996,10,24,0,85,75,80
85658,1996,10,25,0,84,75,79.5
85658,1996,10,26,0,84,79,81.5
85658,1996,10,27,0,83,79,81
85658,1996,10,28,0,83,77,80
85658,1996,10,29,0,83,77,80
85658,1996,10,30,0,83,78,80.5
85658,1996,10,31,0,83,76,79.5
85658,1996,11,1,0,85,77,81
85658,1996,11,2,0,86,78,82
85658,1996,11,3,0,79,73,76
85658,1996,11,4,0,81,76,78.5
85658,1996,11,5,0.01,84,76,80
85658,1996,11,6,0,85,78,81.5
85658,1996,11,7,0,84,79,81.5
85658,1996,11,8,0,86,75,80.5
85658,1996,11,9,0.1,75,62,68.5
85658,1996,11,10,0,79,59,69
85658,1996,11,11,0,77,61,69
85658,1996,11,12,0,76,67,71.5
85658,1996,11,13,0,77,73,75
85658,1996,11,14,0.02,76,72,74
85658,1996,11,15,0,76,71,73.5
85658,1996,11,16,0,76,71,73.5
85658,1996,11,17,0,77,72,74.5
85658,1996,11,18,0.02,78,71,74.5
85658,1996,11,19,0.01,78,74,76
85658,1996,11,20,0,81,67,74
85658,1996,11,21,0,82,69,75.5
85658,1996,11,22,0,82,69,75.5
85658,1996,11,23,0,75,71,73
85658,1996,11,24,0,76,72,74
85658,1996,11,25,0,80,74,77
85658,1996,11,26,0,83,76,79.5
85658,1996,11,27,0,76,57,66.5
85658,1996,11,28,0,74,71,72.5
85658,1996,11,29,0,76,72,74
85658,1996,11,30,0,75,73,74
85658,1996,12,1,0,80,74,77
85658,1996,12,2,0.05,82,74,78
85658,1996,12,3,0,81,67,74
85658,1996,12,4,0,75,67,71
85658,1996,12,5,0,78,73,75.5
